Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  74:  1h4w-A  9.8  3.0  141   224   12 PDB  MOLECULE: TRYPSIN IVA;                                               
  75:  2qaa-A  9.8  3.3  131   186   15 PDB  MOLECULE: STREPTOGRISIN-B;                                           
  76:  3osy-A  9.8  3.0  139   187    9 PDB  MOLECULE: 3C PROTEASE;                                               
  77:  1arc-A  9.8  3.9  149   264   12 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
  78:  5xrf-A  9.8  3.4  147   236   12 PDB  MOLECULE: SNAKE VENOM SERINE PROTEASE DA-36;                         
  79:  3sti-A  9.7  3.4  133   184   14 PDB  MOLECULE: PROTEASE DEGQ;                                             
  80:  5hm2-A  9.7  3.3  139   201   12 PDB  MOLECULE: 3C PROTEINASE;                                             
  81:  1bit-A  9.7  2.9  138   222   11 PDB  MOLECULE: TRYPSIN;                                                   
  82:  2psx-A  9.7  3.2  142   227   15 PDB  MOLECULE: KALLIKREIN-5;                                              
  83:  1npm-A  9.7  2.8  137   223   12 PDB  MOLECULE: NEUROPSIN;                                                 
  84:  2qxg-A  9.7  2.8  135   225   17 PDB  MOLECULE: KALLIKREIN-7;                                              
  85:  1elt-A  9.7  3.5  147   236    9 PDB  MOLECULE: ELASTASE;                                                  
  86:  2sfa-A  9.7  3.3  131   191   15 PDB  MOLECULE: SERINE PROTEINASE;                                         
  87:  2oua-A  9.7  3.2  134   188    9 PDB  MOLECULE: SERINE PROTEASE;                                           
  88:  3sbk-A  9.7  3.2  147   235   14 PDB  MOLECULE: VIPERA RUSSELLI PROTEINASE RVV-V GAMMA;                    
  89:  2lnc-A  9.6  3.1  134   188   16 PDB  MOLECULE: 3C-LIKE PROTEASE;                                          
  90:  4lk4-A  9.6  4.3  145   326   14 PDB  MOLECULE: VESB PROTEASE;                                             
  91:  1lvm-A  9.6  3.7  140   229   15 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
  92:  1mbm-A  9.6  2.8  119   198   13 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
  93:  3w94-A  9.6  3.1  143   235   15 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  94:  5mrt-A  9.6  3.5  134   195   10 PDB  MOLECULE: LYTIC ENDOPEPTIDASE PREPROENZYME;                          
  95:  1fiw-A  9.6  3.7  150   260   11 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  96:  4dgj-A  9.6  3.3  145   235    9 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  97:  2pfe-A  9.6  3.2  129   186    9 PDB  MOLECULE: ALKALINE SERINE PROTEASE;                                  
  98:  4k1t-C  9.6  3.3  131   203   18 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
  99:  1op0-A  9.6  3.2  145   234   12 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
 100:  1trn-A  9.5  3.0  136   224   10 PDB  MOLECULE: TRYPSIN;                                                   
 101:  5zfh-A  9.5  3.1  138   224   12 PDB  MOLECULE: KALLIKREIN-7;                                              
 102:  6jij-C  9.5  3.1  129   298   13 PDB  MOLECULE: REPLICATIVE POLYPROTEIN 1AB;                               
 103:  4h4f-A  9.5  3.4  144   239    9 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
 104:  5mrr-A  9.5  3.1  134   199   10 PDB  MOLECULE: LYTIC ENDOPEPTIDASE PREPROENZYME;                          
 105:  1bqy-A  9.5  3.3  144   235   10 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
 106:  3s69-A  9.5  3.2  143   234   11 PDB  MOLECULE: THROMBIN-LIKE ENZYME DEFIBRASE;                            
 107:  4e7n-A  9.5  3.3  146   238   14 PDB  MOLECULE: SNAKE-VENOM THROMBIN-LIKE ENZYME;                          
 108:  3wy8-A  9.4  3.4  138   219   14 PDB  MOLECULE: SERINE PROTEASE;                                           
 109:  4niy-D  9.4  3.4  134   195   16 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
 110:  1p01-A  9.4  3.4  133   199   13 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
 111:  1te0-A  9.4  6.4  151   318   17 PDB  MOLECULE: PROTEASE DEGS;                                             
 112:  4ic6-A  9.4  5.5  149   340   19 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 113:  5lhq-A  9.4  3.3  142   248   13 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 114:  1spj-A  9.4  3.2  141   236   12 PDB  MOLECULE: KALLIKREIN 1;                                              
 115:  1amh-A  9.4  2.9  134   223   10 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
 116:  2oq5-A  9.4  3.1  135   232   11 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
 117:  1sgf-G  9.4  3.1  140   232   12 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 118:  4nff-A  9.4  3.1  138   230   12 PDB  MOLECULE: KALLIKREIN-2;                                              
 119:  2bdb-A  9.4  3.5  147   242   10 PDB  MOLECULE: ELASTASE-1;                                                
 120:  2q6d-B  9.4  2.9  126   307   12 PDB  MOLECULE: INFECTIOUS BRONCHITIS VIRUS (IBV) MAIN PROTEASE;           
 121:  1hpg-A  9.4  3.0  129   187   12 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 122:  1qtf-A  9.4  3.0  137   246   14 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 123:  2zu2-B  9.4  2.9  127   301   14 PDB  MOLECULE: 3C-LIKE PROTEINASE;                                        
 124:  5ms3-A  9.4  3.6  144   228   14 PDB  MOLECULE: KALLIKREIN-8;                                              
 125:  5wi6-B  9.3  3.2  138   245   13 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
 126:  6bqm-A  9.3  3.9  142   460   14 PDB  MOLECULE: SERINE PROTEASE VESC;                                      
 127:  1bru-P  9.3  3.4  144   241    9 PDB  MOLECULE: ELASTASE;                                                  
 128:  1fxy-A  9.3  2.9  135   229   11 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
 129:  3d23-B  9.3  2.9  125   301   15 PDB  MOLECULE: 3C-LIKE PROTEINASE;                                        
 130:  4cre-A  9.3  3.5  147   238   12 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 131:  1an1-E  9.3  2.9  135   223   13 PDB  MOLECULE: TRYPSIN;                                                   
 132:  1ao5-A  9.3  3.1  138   236   13 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
 133:  1ekb-B  9.3  3.2  142   235   11 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
 134:  4bnr-A  9.3  3.5  141   237   11 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
 135:  1g3c-A  9.3  3.2  139   225   13 PDB  MOLECULE: BETA-TRYPSIN;                                              
 136:  2zch-P  9.3  3.2  141   237   16 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
 137:  4qt8-C  9.2  3.2  143   231    9 PDB  MOLECULE: MACROPHAGE-STIMULATING PROTEIN RECEPTOR;                   
 138:  3h5c-B  9.2  3.0  140   312   11 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 139:  1ky9-B  9.2  4.2  148   396   16 PDB  MOLECULE: PROTEASE DO;                                               
 140:  1lvo-D  9.2  2.7  120   301   18 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 141:  5fht-A  9.2  3.2  142   300   17 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 142:  3f6u-H  9.2  3.1  140   241   15 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
 143:  5gwy-B  9.2  2.9  124   304   15 PDB  MOLECULE: MAIN PROTEASE;                                             
 144:  4wme-A  9.2  2.9  126   306   12 PDB  MOLECULE: MERS-COV 3CL PROTEASE;                                     
 145:  5zvj-A  9.2  3.9  141   299   16 PDB  MOLECULE: SERINE PROTEASE;                                           
 146:  5hyo-A  9.2  2.8  124   301   14 PDB  MOLECULE: PEDV 3CLPRO;                                               
 147:  1fiz-A  9.2  3.7  147   263   14 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
 148:  2pux-B  9.1  3.3  145   258   12 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
 149:  1a0j-A  9.1  3.0  134   223   10 PDB  MOLECULE: TRYPSIN;                                                   
 150:  3gdv-A  9.1  4.2  151   296   16 PDB  MOLECULE: DEGS PROTEASE;                                             
 151:  2yy4-A  9.1  2.9  126   310   17 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 152:  2qy0-D  9.1  3.1  138   237   11 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
 153:  1lto-A  9.1  3.1  135   243   13 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
 154:  5jb8-S  9.1  2.9  134   236   12 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
 155:  1euf-A  9.1  3.7  144   224   14 PDB  MOLECULE: DUODENASE;                                                 
 156:  1ton-A  9.1  3.0  137   227   13 PDB  MOLECULE: TONIN;                                                     
 157:  5to3-B  9.0  6.3  144   368   13 PDB  MOLECULE: PROTHROMBIN;                                               
 158:  2yna-A  9.0  2.8  127   306   13 PDB  MOLECULE: 3C-LIKE PROTEINASE;                                        
 159:  5o32-I  8.9  3.2  137   241   10 PDB  MOLECULE: COMPLEMENT C3;                                             
 160:  1z8g-A  8.8  3.0  139   366   12 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 161:  4duu-A  8.8  3.7  150   682   12 PDB  MOLECULE: PLASMINOGEN;                                               
 162:  4a5t-S  8.8  3.5  140   767   13 PDB  MOLECULE: PLASMINOGEN;                                               
 163:  2xxl-A  8.8  3.5  145   354   10 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
 164:  1bda-A  8.8  3.4  142   266   12 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
 165:  2olg-A  8.8  3.6  146   276   10 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
 166:  1mkw-K  8.8  3.3  144   287   10 PDB  MOLECULE: ALPHA-THROMBIN;                                            
 167:  1pfx-C  8.8  3.1  136   236   10 PDB  MOLECULE: FACTOR IXA;                                                
 168:  1fi8-B  8.8  4.1  144   227   13 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
 169:  1pyt-D  8.8  3.4  140   251    9 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
 170:  5i25-A  8.7  3.3  141   596    9 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 171:  4wjg-2  8.7  3.0  137   310   10 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 172:  2hrv-A  8.7  3.3  114   139   14 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 173:  1gvl-A  8.7  3.3  133   223   10 PDB  MOLECULE: KALLIKREIN 6;                                              
 174:  3w95-A  8.7  3.0  114   149   12 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 175:  2aip-A  8.7  3.6  144   231   11 PDB  MOLECULE: PROTEIN C ACTIVATOR;                                       
 176:  3i77-A  8.7  3.1  134   230   14 PDB  MOLECULE: TRYPSIN;                                                   
 177:  1gpz-A  8.6  3.4  140   368   11 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
 178:  1zjk-A  8.6  3.4  140   389   12 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
 179:  1c5m-D  8.6  3.0  136   241   12 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
 180:  1a5i-A  8.6  3.6  145   266   12 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
 181:  1kig-H  8.6  3.0  134   241   13 PDB  MOLECULE: FACTOR XA;                                                 
 182:  1yc0-A  8.6  3.2  140   247   11 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
 183:  5x45-B  8.6  3.3  113   137   12 PDB  MOLECULE: PROTEASE 2A;                                               
 184:  4bxw-B  8.5  3.1  135   288   10 PDB  MOLECULE: FACTOR XA;                                                 
 185:  3e0n-B  8.5  3.2  136   254   13 PDB  MOLECULE: PROSTASIN;                                                 
 186:  4igd-A  8.5  3.2  137   397   12 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 187:  1pyt-C  8.5  3.5  141   248    6 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
 188:  4kkd-B  8.4  3.6  145   405   12 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 189:  3j0c-C  8.4  3.2  122   162   15 PDB  MOLECULE: E1 ENVELOPE GLYCOPROTEIN;                                  
 190:  1cu1-A  8.4  5.3  158   645   13 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 191:  4dw2-U  8.3  3.2  129   221   12 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 192:  5lak-A  8.3  3.7  134   303   13 PDB  MOLECULE: 3CL PROTEASE;                                              
 193:  1cvw-H  8.3  3.6  140   255   11 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
 194:  5jxp-A  8.3  3.2  139   662   14 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 195:  5edm-A  8.2  3.6  150   550    9 PDB  MOLECULE: PROTHROMBIN;                                               
 196:  3wom-A  8.2  3.2  140   699   21 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 197:  5jwf-A  8.2  3.1  138   700   14 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 198:  4f4o-C  8.1  2.9  136   309   10 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 199:  2xwb-F  8.1  5.2  161   714   10 PDB  MOLECULE: COMPLEMENT C3B BETA CHAIN;                                 
 200:  3k65-B  8.1  4.0  139   274   13 PDB  MOLECULE: PROTHROMBIN;                                               
 201:  5jxf-A  8.1  3.3  142   696   15 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 202:  3t2n-A  8.0  3.0  130   339   10 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 203:  2xrc-A  8.0  3.3  126   461   10 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 204:  2xrc-B  7.9  3.9  136   485   11 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 205:  5lyo-C  7.9  3.6  139   255   12 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
 206:  4bxs-A  7.8  3.4  128   248   10 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 207:  4j1y-A  7.8  3.3  132   378   11 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
 208:  2xrc-D  7.7  3.4  135   464   10 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 209:  2i6q-A  7.6  3.6  140   503   13 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 210:  4om9-A  7.5  5.1  142   930    7 PDB  MOLECULE: SERINE PROTEASE PET;                                       
 211:  5jwg-A  7.2  3.2  141   705   14 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 212:  3ak5-A  6.9  4.9  141   970    9 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
 213:  2m5t-A  6.9  3.9  117   142   14 PDB  MOLECULE: HUMAN RHINOVIRUS 2A PROTEINASE;                            
 214:  2b9l-A  6.6  4.1  139   372   13 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 215:  1z8r-A  6.6  3.6  106   150   13 PDB  MOLECULE: COXSACKIEVIRUS B4 POLYPROTEIN;                             
 216:  2xrc-C  6.5  3.1  122   454   11 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 217:  3sze-A  6.2  3.7  141   943   11 PDB  MOLECULE: SERINE PROTEASE ESPP;                                      
 218:  5j44-A  6.0  4.2  143  1006   11 PDB  MOLECULE: SERINE PROTEASE SEPA AUTOTRANSPORTER;                      
 219:  3h09-B  6.0  5.0  140   964    6 PDB  MOLECULE: IMMUNOGLOBULIN A1 PROTEASE;                                
 220:  1ezx-C  5.8  3.3  105   140   12 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 221:  3syj-A  5.8  3.8  135   920   13 PDB  MOLECULE: ADHESION AND PENETRATION PROTEIN AUTOTRANSPORTER;          
 222:  5jyk-B  5.8  6.3  110   412    9 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 223:  6bjr-A  5.5  3.5  142   575    9 PDB  MOLECULE: PROTHROMBIN;                                               
 224:  1wxr-A  5.5  4.5  139  1035   10 PDB  MOLECULE: HAEMOGLOBIN PROTEASE;                                      
 225:  5y09-B  3.8  7.3   84   369   14 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 226:  1kdq-A  3.1  3.6   77   130   10 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   


Results: 20200129_JHL_4inkA
Query: 4inkA
MOLECULE: SERINE PROTEASE SPLD;
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  4ink-A 44.3  0.0  203   203  100 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
   2:  5mm8-A 34.1  1.2  194   197   64 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
   3:  2w7u-B 33.7  1.8  198   200   46 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
